date,geography,geography code,Welsh writing ability: Total: All usual residents aged 3 years and over,Welsh writing ability: Cannot write Welsh,Welsh writing ability: Can write Welsh
2021,W00001418,W00001418,300,277,23
2021,W00001419,W00001419,280,263,17
2021,W00001420,W00001420,246,229,17
2021,W00001421,W00001421,227,218,9
2021,W00001422,W00001422,263,241,22
2021,W00001423,W00001423,447,409,38
2021,W00001424,W00001424,248,234,14
2021,W00001425,W00001425,238,221,17
2021,W00001426,W00001426,328,305,23
2021,W00001427,W00001427,465,424,41
2021,W00001428,W00001428,394,359,35
2021,W00001429,W00001429,501,443,58
2021,W00001430,W00001430,225,209,16
2021,W00001431,W00001431,233,214,19
2021,W00001432,W00001432,323,298,25
2021,W00001433,W00001433,272,255,17
2021,W00001434,W00001434,210,192,18
2021,W00001435,W00001435,277,254,23
2021,W00001436,W00001436,379,339,40
2021,W00001437,W00001437,210,200,10
2021,W00001438,W00001438,438,386,52
2021,W00001439,W00001439,403,372,31
2021,W00001440,W00001440,511,474,37
2021,W00001442,W00001442,356,324,32
2021,W00001443,W00001443,581,518,63
2021,W00001444,W00001444,245,234,11
2021,W00001445,W00001445,242,218,24
2021,W00001446,W00001446,273,260,13
2021,W00001447,W00001447,210,190,20
2021,W00001448,W00001448,252,230,22
2021,W00001449,W00001449,220,200,20
2021,W00001450,W00001450,324,283,41
2021,W00001451,W00001451,162,136,26
2021,W00001452,W00001452,240,204,36
2021,W00001453,W00001453,256,213,43
2021,W00001454,W00001454,124,99,25
2021,W00001455,W00001455,182,152,30
2021,W00001456,W00001456,253,221,32
2021,W00001457,W00001457,334,289,45
2021,W00001458,W00001458,282,247,35
2021,W00001459,W00001459,338,272,66
2021,W00001460,W00001460,262,219,43
2021,W00001461,W00001461,287,247,40
2021,W00001462,W00001462,416,351,65
2021,W00001463,W00001463,389,317,72
2021,W00001464,W00001464,223,193,30
2021,W00001465,W00001465,233,204,29
2021,W00001466,W00001466,211,194,17
2021,W00001467,W00001467,289,261,28
2021,W00001468,W00001468,294,277,17
2021,W00001469,W00001469,235,223,12
2021,W00001470,W00001470,283,269,14
2021,W00001471,W00001471,215,200,15
2021,W00001472,W00001472,282,259,23
2021,W00001473,W00001473,338,317,21
2021,W00001474,W00001474,295,273,22
2021,W00001475,W00001475,216,209,7
2021,W00001476,W00001476,354,337,17
2021,W00001477,W00001477,221,203,18
2021,W00001478,W00001478,313,298,15
2021,W00001479,W00001479,299,277,22
2021,W00001480,W00001480,341,313,28
2021,W00001481,W00001481,285,254,31
2021,W00001482,W00001482,317,300,17
2021,W00001483,W00001483,278,255,23
2021,W00001484,W00001484,294,275,19
2021,W00001485,W00001485,304,283,21
2021,W00001486,W00001486,311,291,20
2021,W00001487,W00001487,276,257,19
2021,W00001488,W00001488,292,264,28
2021,W00001489,W00001489,466,413,53
2021,W00001490,W00001490,300,279,21
2021,W00001491,W00001491,150,145,5
2021,W00001492,W00001492,285,264,21
2021,W00001493,W00001493,285,268,17
2021,W00001494,W00001494,300,285,15
2021,W00001495,W00001495,287,274,13
2021,W00001496,W00001496,239,223,16
2021,W00001497,W00001497,330,304,26
2021,W00001498,W00001498,228,215,13
2021,W00001500,W00001500,285,262,23
2021,W00001501,W00001501,337,315,22
2021,W00001502,W00001502,272,258,14
2021,W00001503,W00001503,234,219,15
2021,W00001504,W00001504,254,245,9
2021,W00001505,W00001505,290,275,15
2021,W00001506,W00001506,308,284,24
2021,W00001507,W00001507,307,282,25
2021,W00001508,W00001508,419,376,43
2021,W00001509,W00001509,325,298,27
2021,W00001510,W00001510,508,476,32
2021,W00001511,W00001511,299,272,27
2021,W00001512,W00001512,259,245,14
2021,W00001513,W00001513,305,289,16
2021,W00001514,W00001514,299,282,17
2021,W00001515,W00001515,444,409,35
2021,W00001516,W00001516,319,307,12
2021,W00001517,W00001517,368,353,15
2021,W00001518,W00001518,248,232,16
2021,W00001519,W00001519,269,253,16
2021,W00001520,W00001520,334,309,25
2021,W00001521,W00001521,422,379,43
2021,W00001522,W00001522,301,270,31
2021,W00001523,W00001523,319,301,18
2021,W00001524,W00001524,356,321,35
2021,W00001525,W00001525,333,314,19
2021,W00001526,W00001526,412,385,27
2021,W00001527,W00001527,348,321,27
2021,W00001528,W00001528,301,283,18
2021,W00001530,W00001530,309,291,18
2021,W00001531,W00001531,407,363,44
2021,W00001532,W00001532,375,350,25
2021,W00001533,W00001533,335,295,40
2021,W00001534,W00001534,206,200,6
2021,W00001535,W00001535,469,388,81
2021,W00001536,W00001536,235,219,16
2021,W00001537,W00001537,171,153,18
2021,W00001538,W00001538,280,249,31
2021,W00001539,W00001539,201,164,37
2021,W00001540,W00001540,338,292,46
2021,W00001541,W00001541,124,113,11
2021,W00001542,W00001542,311,287,24
2021,W00001543,W00001543,173,155,18
2021,W00001544,W00001544,151,140,11
2021,W00001545,W00001545,303,276,27
2021,W00001546,W00001546,286,258,28
2021,W00001547,W00001547,317,287,30
2021,W00001548,W00001548,248,228,20
2021,W00001549,W00001549,323,302,21
2021,W00001550,W00001550,412,372,40
2021,W00001551,W00001551,233,212,21
2021,W00001552,W00001552,284,268,16
2021,W00001553,W00001553,299,265,34
2021,W00001554,W00001554,216,202,14
2021,W00001555,W00001555,345,309,36
2021,W00001556,W00001556,314,283,31
2021,W00001557,W00001557,256,234,22
2021,W00001558,W00001558,238,215,23
2021,W00001559,W00001559,323,293,30
2021,W00001560,W00001560,256,227,29
2021,W00001561,W00001561,211,204,7
2021,W00001562,W00001562,131,124,7
2021,W00001563,W00001563,289,259,30
2021,W00001565,W00001565,315,287,28
2021,W00001566,W00001566,328,294,34
2021,W00001567,W00001567,439,403,36
2021,W00001568,W00001568,340,306,34
2021,W00001569,W00001569,311,292,19
2021,W00001570,W00001570,312,288,24
2021,W00001572,W00001572,195,177,18
2021,W00001573,W00001573,542,481,61
2021,W00001574,W00001574,241,213,28
2021,W00001575,W00001575,123,111,12
2021,W00001576,W00001576,349,323,26
2021,W00001577,W00001577,452,410,42
2021,W00001578,W00001578,273,244,29
2021,W00001579,W00001579,302,274,28
2021,W00001580,W00001580,337,313,24
2021,W00001581,W00001581,323,290,33
2021,W00001582,W00001582,438,400,38
2021,W00001583,W00001583,421,389,32
2021,W00001584,W00001584,354,317,37
2021,W00001585,W00001585,185,163,22
2021,W00001586,W00001586,283,256,27
2021,W00001587,W00001587,291,258,33
2021,W00001588,W00001588,305,270,35
2021,W00001589,W00001589,315,275,40
2021,W00001590,W00001590,243,221,22
2021,W00001591,W00001591,287,271,16
2021,W00001592,W00001592,245,214,31
2021,W00001593,W00001593,187,166,21
2021,W00001594,W00001594,202,179,23
2021,W00001595,W00001595,297,259,38
2021,W00001596,W00001596,271,238,33
2021,W00001597,W00001597,237,200,37
2021,W00001598,W00001598,288,263,25
2021,W00001599,W00001599,250,214,36
2021,W00001600,W00001600,230,201,29
2021,W00001601,W00001601,318,282,36
2021,W00001602,W00001602,250,220,30
2021,W00001603,W00001603,203,175,28
2021,W00001604,W00001604,317,286,31
2021,W00001605,W00001605,508,447,61
2021,W00001608,W00001608,158,140,18
2021,W00001609,W00001609,309,245,64
2021,W00001610,W00001610,226,185,41
2021,W00001611,W00001611,246,206,40
2021,W00001612,W00001612,336,290,46
2021,W00001613,W00001613,354,296,58
2021,W00001614,W00001614,283,266,17
2021,W00001615,W00001615,270,215,55
2021,W00001616,W00001616,201,172,29
2021,W00001617,W00001617,493,439,54
2021,W00001618,W00001618,269,251,18
2021,W00001619,W00001619,295,281,14
2021,W00001620,W00001620,209,187,22
2021,W00001621,W00001621,220,205,15
2021,W00001622,W00001622,254,235,19
2021,W00001623,W00001623,155,149,6
2021,W00001624,W00001624,321,298,23
2021,W00001625,W00001625,382,355,27
2021,W00001626,W00001626,397,347,50
2021,W00001627,W00001627,258,238,20
2021,W00001628,W00001628,321,295,26
2021,W00001629,W00001629,399,362,37
2021,W00001630,W00001630,225,198,27
2021,W00001631,W00001631,311,269,42
2021,W00001632,W00001632,295,280,15
2021,W00001633,W00001633,291,265,26
2021,W00001634,W00001634,310,289,21
2021,W00001635,W00001635,178,165,13
2021,W00001636,W00001636,457,405,52
2021,W00001637,W00001637,267,231,36
2021,W00001638,W00001638,258,229,29
2021,W00001639,W00001639,252,233,19
2021,W00001640,W00001640,275,242,33
2021,W00001641,W00001641,344,294,50
2021,W00001642,W00001642,304,271,33
2021,W00001643,W00001643,425,371,54
2021,W00001644,W00001644,302,272,30
2021,W00001645,W00001645,327,295,32
2021,W00001646,W00001646,293,250,43
2021,W00001647,W00001647,337,294,43
2021,W00001648,W00001648,372,323,49
2021,W00001649,W00001649,301,266,35
2021,W00001650,W00001650,263,237,26
2021,W00001651,W00001651,306,272,34
2021,W00001652,W00001652,212,197,15
2021,W00001653,W00001653,202,186,16
2021,W00001654,W00001654,282,258,24
2021,W00001655,W00001655,418,380,38
2021,W00001656,W00001656,275,240,35
2021,W00001657,W00001657,288,260,28
2021,W00001658,W00001658,298,273,25
2021,W00001659,W00001659,259,232,27
2021,W00001660,W00001660,273,250,23
2021,W00001661,W00001661,325,280,45
2021,W00001662,W00001662,255,241,14
2021,W00001663,W00001663,282,254,28
2021,W00001664,W00001664,366,333,33
2021,W00001665,W00001665,201,173,28
2021,W00001666,W00001666,224,203,21
2021,W00001667,W00001667,370,318,52
2021,W00001668,W00001668,295,259,36
2021,W00001669,W00001669,351,292,59
2021,W00001670,W00001670,410,361,49
2021,W00001671,W00001671,257,239,18
2021,W00001672,W00001672,283,257,26
2021,W00001674,W00001674,304,285,19
2021,W00001675,W00001675,301,289,12
2021,W00001676,W00001676,255,239,16
2021,W00001677,W00001677,289,278,11
2021,W00001678,W00001678,242,232,10
2021,W00001679,W00001679,197,186,11
2021,W00001680,W00001680,365,344,21
2021,W00001681,W00001681,317,295,22
2021,W00001683,W00001683,240,197,43
2021,W00001684,W00001684,295,263,32
2021,W00001685,W00001685,265,229,36
2021,W00001686,W00001686,258,210,48
2021,W00001687,W00001687,274,223,51
2021,W00001688,W00001688,263,234,29
2021,W00001689,W00001689,302,263,39
2021,W00001690,W00001690,473,405,68
2021,W00001691,W00001691,284,249,35
2021,W00001692,W00001692,298,258,40
2021,W00001693,W00001693,239,210,29
2021,W00001694,W00001694,328,285,43
2021,W00001695,W00001695,284,245,39
2021,W00001696,W00001696,253,225,28
2021,W00001697,W00001697,201,176,25
2021,W00001698,W00001698,300,254,46
2021,W00001699,W00001699,280,222,58
2021,W00001700,W00001700,271,217,54
2021,W00001701,W00001701,318,253,65
2021,W00001702,W00001702,371,285,86
2021,W00001703,W00001703,284,233,51
2021,W00001704,W00001704,274,201,73
2021,W00001706,W00001706,342,227,115
2021,W00001707,W00001707,302,275,27
2021,W00001708,W00001708,252,237,15
2021,W00001709,W00001709,265,214,51
2021,W00001710,W00001710,272,231,41
2021,W00001711,W00001711,239,223,16
2021,W00001712,W00001712,184,157,27
2021,W00001713,W00001713,438,383,55
2021,W00001714,W00001714,293,260,33
2021,W00001715,W00001715,316,292,24
2021,W00001716,W00001716,277,255,22
2021,W00001717,W00001717,454,388,66
2021,W00001718,W00001718,248,215,33
2021,W00001719,W00001719,171,147,24
2021,W00001720,W00001720,227,212,15
2021,W00001721,W00001721,260,233,27
2021,W00001722,W00001722,193,172,21
2021,W00001723,W00001723,307,285,22
2021,W00001724,W00001724,320,293,27
2021,W00001725,W00001725,261,235,26
2021,W00001726,W00001726,166,143,23
2021,W00001727,W00001727,571,510,61
2021,W00001728,W00001728,320,288,32
2021,W00001729,W00001729,277,240,37
2021,W00001730,W00001730,233,212,21
2021,W00001731,W00001731,204,181,23
2021,W00001732,W00001732,283,251,32
2021,W00001733,W00001733,304,251,53
2021,W00001734,W00001734,269,242,27
2021,W00001735,W00001735,435,373,62
2021,W00001736,W00001736,297,269,28
2021,W00001737,W00001737,326,301,25
2021,W00001738,W00001738,199,167,32
2021,W00001739,W00001739,273,241,32
2021,W00001740,W00001740,210,186,24
2021,W00001741,W00001741,283,243,40
2021,W00001742,W00001742,409,375,34
2021,W00001743,W00001743,395,365,30
2021,W00001745,W00001745,382,344,38
2021,W00001746,W00001746,172,150,22
2021,W00001747,W00001747,186,168,18
2021,W00001748,W00001748,434,382,52
2021,W00001749,W00001749,332,306,26
2021,W00001750,W00001750,326,290,36
2021,W00001751,W00001751,302,274,28
2021,W00001752,W00001752,345,316,29
2021,W00001753,W00001753,299,269,30
2021,W00001754,W00001754,327,294,33
2021,W00001756,W00001756,297,267,30
2021,W00001757,W00001757,283,266,17
2021,W00001758,W00001758,518,475,43
2021,W00001759,W00001759,279,253,26
2021,W00001760,W00001760,471,441,30
2021,W00001761,W00001761,278,263,15
2021,W00001763,W00001763,263,246,17
2021,W00001765,W00001765,282,267,15
2021,W00001766,W00001766,250,243,7
2021,W00001767,W00001767,265,254,11
2021,W00001768,W00001768,290,283,7
2021,W00001769,W00001769,383,366,17
2021,W00001770,W00001770,325,311,14
2021,W00001771,W00001771,292,273,19
2021,W00001772,W00001772,335,321,14
2021,W00001773,W00001773,240,235,5
2021,W00001774,W00001774,263,252,11
2021,W00001775,W00001775,289,275,14
2021,W00001776,W00001776,257,251,6
2021,W00001777,W00001777,324,313,11
2021,W00001779,W00001779,301,287,14
2021,W00001780,W00001780,270,260,10
2021,W00001781,W00001781,314,304,10
2021,W00001782,W00001782,294,275,19
2021,W00001783,W00001783,433,402,31
2021,W00001784,W00001784,289,275,14
2021,W00001785,W00001785,261,244,17
2021,W00001786,W00001786,316,296,20
2021,W00001787,W00001787,281,274,7
2021,W00001788,W00001788,463,437,26
2021,W00001789,W00001789,254,245,9
2021,W00001791,W00001791,307,292,15
2021,W00001792,W00001792,276,261,15
2021,W00001793,W00001793,252,235,17
2021,W00001794,W00001794,318,300,18
2021,W00001795,W00001795,282,269,13
2021,W00001796,W00001796,292,278,14
2021,W00001797,W00001797,280,252,28
2021,W00001798,W00001798,285,271,14
2021,W00001799,W00001799,314,282,32
2021,W00001800,W00001800,353,327,26
2021,W00001801,W00001801,447,417,30
2021,W00001802,W00001802,339,323,16
2021,W00001803,W00001803,228,215,13
2021,W00001804,W00001804,285,267,18
2021,W00001805,W00001805,277,265,12
2021,W00001806,W00001806,343,310,33
2021,W00001807,W00001807,269,251,18
2021,W00001808,W00001808,287,273,14
2021,W00001809,W00001809,294,284,10
2021,W00001810,W00001810,371,342,29
2021,W00001811,W00001811,254,234,20
2021,W00001812,W00001812,275,258,17
2021,W00001813,W00001813,139,113,26
2021,W00001815,W00001815,212,183,29
2021,W00001816,W00001816,289,238,51
2021,W00001817,W00001817,278,228,50
2021,W00001818,W00001818,200,171,29
2021,W00001819,W00001819,276,217,59
2021,W00001820,W00001820,369,311,58
2021,W00001821,W00001821,280,225,55
2021,W00001822,W00001822,441,371,70
2021,W00001823,W00001823,269,227,42
2021,W00001824,W00001824,349,290,59
2021,W00001825,W00001825,212,188,24
2021,W00001826,W00001826,212,194,18
2021,W00001827,W00001827,290,230,60
2021,W00001828,W00001828,297,263,34
2021,W00001829,W00001829,260,214,46
2021,W00001830,W00001830,233,200,33
2021,W00001831,W00001831,334,298,36
2021,W00001832,W00001832,275,258,17
2021,W00001833,W00001833,210,198,12
2021,W00001834,W00001834,225,202,23
2021,W00001835,W00001835,274,259,15
2021,W00001836,W00001836,316,286,30
2021,W00001837,W00001837,372,322,50
2021,W00001838,W00001838,236,218,18
2021,W00001839,W00001839,280,259,21
2021,W00001840,W00001840,308,286,22
2021,W00001841,W00001841,245,229,16
2021,W00001842,W00001842,257,228,29
2021,W00001843,W00001843,254,238,16
2021,W00001844,W00001844,261,228,33
2021,W00001845,W00001845,216,194,22
2021,W00001846,W00001846,264,240,24
2021,W00001847,W00001847,246,226,20
2021,W00001848,W00001848,241,212,29
2021,W00001849,W00001849,252,227,25
2021,W00001850,W00001850,306,279,27
2021,W00001851,W00001851,194,184,10
2021,W00001852,W00001852,276,253,23
2021,W00001853,W00001853,314,293,21
2021,W00001854,W00001854,245,229,16
2021,W00001855,W00001855,244,227,17
2021,W00001856,W00001856,280,271,9
2021,W00001857,W00001857,284,267,17
2021,W00001858,W00001858,274,259,15
2021,W00001859,W00001859,279,269,10
2021,W00001860,W00001860,343,322,21
2021,W00001861,W00001861,478,455,23
2021,W00001862,W00001862,244,218,26
2021,W00001863,W00001863,265,247,18
2021,W00001864,W00001864,262,232,30
2021,W00001866,W00001866,403,349,54
2021,W00001867,W00001867,476,416,60
2021,W00001868,W00001868,233,218,15
2021,W00001869,W00001869,293,271,22
2021,W00001870,W00001870,337,299,38
2021,W00001871,W00001871,249,228,21
2021,W00001872,W00001872,252,232,20
2021,W00001874,W00001874,252,226,26
2021,W00001875,W00001875,312,277,35
2021,W00001876,W00001876,242,220,22
2021,W00001881,W00001881,211,200,11
2021,W00001882,W00001882,335,288,47
2021,W00001883,W00001883,251,205,46
2021,W00001884,W00001884,247,218,29
2021,W00001885,W00001885,260,242,18
2021,W00001886,W00001886,233,207,26
2021,W00001887,W00001887,210,178,32
2021,W00001888,W00001888,454,412,42
2021,W00001889,W00001889,264,234,30
2021,W00001890,W00001890,146,131,15
2021,W00001891,W00001891,184,172,12
2021,W00001892,W00001892,329,306,23
2021,W00001893,W00001893,360,329,31
2021,W00001894,W00001894,251,238,13
2021,W00001895,W00001895,401,369,32
2021,W00001896,W00001896,289,265,24
2021,W00001897,W00001897,272,250,22
2021,W00001898,W00001898,310,288,22
2021,W00001899,W00001899,226,210,16
2021,W00001900,W00001900,357,317,40
2021,W00001901,W00001901,273,244,29
2021,W00001902,W00001902,276,247,29
2021,W00001903,W00001903,302,274,28
2021,W00001904,W00001904,266,226,40
2021,W00001905,W00001905,313,291,22
2021,W00001906,W00001906,327,295,32
2021,W00001907,W00001907,305,278,27
2021,W00001908,W00001908,326,286,40
2021,W00001909,W00001909,480,442,38
2021,W00001910,W00001910,305,276,29
2021,W00001911,W00001911,273,244,29
2021,W00001912,W00001912,226,200,26
2021,W00001913,W00001913,292,258,34
2021,W00001914,W00001914,320,298,22
2021,W00001915,W00001915,293,161,132
2021,W00001916,W00001916,195,152,43
2021,W00001917,W00001917,297,265,32
2021,W00001918,W00001918,297,233,64
2021,W00001919,W00001919,316,244,72
2021,W00001920,W00001920,212,156,56
2021,W00001921,W00001921,215,151,64
2021,W00001922,W00001922,199,172,27
2021,W00001923,W00001923,307,291,16
2021,W00001924,W00001924,281,266,15
2021,W00001925,W00001925,302,286,16
2021,W00001926,W00001926,234,214,20
2021,W00001927,W00001927,222,205,17
2021,W00001928,W00001928,305,284,21
2021,W00001929,W00001929,392,354,38
2021,W00001930,W00001930,311,288,23
2021,W00001931,W00001931,317,285,32
2021,W00001932,W00001932,334,304,30
2021,W00001933,W00001933,316,294,22
2021,W00001934,W00001934,369,355,14
2021,W00001935,W00001935,399,362,37
2021,W00001936,W00001936,188,177,11
2021,W00001937,W00001937,315,274,41
2021,W00001938,W00001938,323,284,39
2021,W00001939,W00001939,303,251,52
2021,W00001940,W00001940,350,287,63
2021,W00001941,W00001941,273,223,50
2021,W00001942,W00001942,312,277,35
2021,W00001943,W00001943,214,187,27
2021,W00001944,W00001944,256,213,43
2021,W00001945,W00001945,333,292,41
2021,W00001946,W00001946,244,219,25
2021,W00001947,W00001947,244,213,31
2021,W00001948,W00001948,308,260,48
2021,W00001949,W00001949,321,273,48
2021,W00001950,W00001950,303,270,33
2021,W00001951,W00001951,198,179,19
2021,W00001952,W00001952,375,314,61
2021,W00001953,W00001953,369,334,35
2021,W00001954,W00001954,281,248,33
2021,W00001955,W00001955,385,353,32
2021,W00001956,W00001956,281,218,63
2021,W00001957,W00001957,296,246,50
2021,W00001958,W00001958,254,240,14
2021,W00001959,W00001959,115,103,12
2021,W00001960,W00001960,255,219,36
2021,W00001961,W00001961,215,182,33
2021,W00001962,W00001962,315,289,26
2021,W00001963,W00001963,363,332,31
2021,W00001964,W00001964,309,284,25
2021,W00001965,W00001965,288,272,16
2021,W00001966,W00001966,249,238,11
2021,W00001967,W00001967,306,292,14
2021,W00001968,W00001968,272,240,32
2021,W00001969,W00001969,259,232,27
2021,W00001970,W00001970,274,248,26
2021,W00001971,W00001971,281,251,30
2021,W00001972,W00001972,230,197,33
2021,W00001973,W00001973,289,260,29
2021,W00001974,W00001974,327,296,31
2021,W00001975,W00001975,258,245,13
2021,W00001976,W00001976,361,322,39
2021,W00001977,W00001977,255,231,24
2021,W00001978,W00001978,260,235,25
2021,W00001979,W00001979,241,220,21
2021,W00001980,W00001980,329,303,26
2021,W00001981,W00001981,260,235,25
2021,W00001982,W00001982,276,263,13
2021,W00001983,W00001983,223,214,9
2021,W00001984,W00001984,281,262,19
2021,W00001985,W00001985,414,379,35
2021,W00001986,W00001986,401,374,27
2021,W00001987,W00001987,225,202,23
2021,W00001988,W00001988,254,225,29
2021,W00001989,W00001989,422,377,45
2021,W00001990,W00001990,248,227,21
2021,W00001991,W00001991,332,300,32
2021,W00001992,W00001992,218,198,20
2021,W00001993,W00001993,282,259,23
2021,W00001994,W00001994,324,288,36
2021,W00001995,W00001995,260,238,22
2021,W00001996,W00001996,222,213,9
2021,W00001997,W00001997,306,282,24
2021,W00001998,W00001998,304,267,37
2021,W00001999,W00001999,336,308,28
2021,W00002000,W00002000,237,220,17
2021,W00002001,W00002001,450,401,49
2021,W00002002,W00002002,233,212,21
2021,W00002003,W00002003,290,256,34
2021,W00002004,W00002004,253,226,27
2021,W00002005,W00002005,230,216,14
2021,W00002006,W00002006,280,246,34
2021,W00002007,W00002007,273,223,50
2021,W00002008,W00002008,264,235,29
2021,W00002009,W00002009,232,206,26
2021,W00002010,W00002010,342,306,36
2021,W00002011,W00002011,527,484,43
2021,W00002014,W00002014,404,348,56
2021,W00002016,W00002016,295,274,21
2021,W00002017,W00002017,211,191,20
2021,W00002018,W00002018,287,270,17
2021,W00002019,W00002019,467,415,52
2021,W00002020,W00002020,384,321,63
2021,W00002021,W00002021,283,269,14
2021,W00002022,W00002022,547,474,73
2021,W00002023,W00002023,289,262,27
2021,W00002024,W00002024,280,247,33
2021,W00002025,W00002025,246,238,8
2021,W00002026,W00002026,297,264,33
2021,W00002027,W00002027,213,201,12
2021,W00002028,W00002028,269,226,43
2021,W00002029,W00002029,275,235,40
2021,W00002030,W00002030,329,276,53
2021,W00002031,W00002031,232,211,21
2021,W00002032,W00002032,365,338,27
2021,W00002033,W00002033,230,203,27
2021,W00002034,W00002034,335,290,45
2021,W00002035,W00002035,293,251,42
2021,W00002036,W00002036,155,144,11
2021,W00002037,W00002037,207,185,22
2021,W00002038,W00002038,186,165,21
2021,W00002039,W00002039,319,284,35
2021,W00002040,W00002040,334,289,45
2021,W00002041,W00002041,354,327,27
2021,W00002043,W00002043,275,261,14
2021,W00002044,W00002044,249,225,24
2021,W00002045,W00002045,225,218,7
2021,W00002046,W00002046,316,299,17
2021,W00002047,W00002047,441,423,18
2021,W00002049,W00002049,390,359,31
2021,W00002050,W00002050,276,246,30
2021,W00002051,W00002051,287,252,35
2021,W00002052,W00002052,302,274,28
2021,W00002053,W00002053,171,161,10
2021,W00002054,W00002054,253,201,52
2021,W00002055,W00002055,306,274,32
2021,W00002056,W00002056,327,302,25
2021,W00002057,W00002057,304,277,27
2021,W00002058,W00002058,302,274,28
2021,W00002059,W00002059,272,239,33
2021,W00002060,W00002060,283,253,30
2021,W00002061,W00002061,282,261,21
2021,W00002062,W00002062,261,240,21
2021,W00002063,W00002063,240,223,17
2021,W00002064,W00002064,270,241,29
2021,W00002065,W00002065,258,234,24
2021,W00002066,W00002066,310,289,21
2021,W00002067,W00002067,274,256,18
2021,W00002068,W00002068,282,259,23
2021,W00002069,W00002069,303,263,40
2021,W00002070,W00002070,309,273,36
2021,W00002071,W00002071,206,191,15
2021,W00002072,W00002072,298,260,38
2021,W00002073,W00002073,304,267,37
2021,W00002074,W00002074,288,264,24
2021,W00002075,W00002075,237,210,27
2021,W00002076,W00002076,423,374,49
2021,W00002077,W00002077,231,212,19
2021,W00002078,W00002078,318,282,36
2021,W00002079,W00002079,293,272,21
2021,W00002080,W00002080,262,235,27
2021,W00002081,W00002081,276,256,20
2021,W00002082,W00002082,291,271,20
2021,W00002083,W00002083,265,235,30
2021,W00002084,W00002084,293,274,19
2021,W00002085,W00002085,251,222,29
2021,W00002086,W00002086,122,113,9
2021,W00002087,W00002087,484,439,45
2021,W00002088,W00002088,154,146,8
2021,W00002089,W00002089,264,239,25
2021,W00002090,W00002090,247,235,12
2021,W00002091,W00002091,277,252,25
2021,W00002092,W00002092,208,191,17
2021,W00002093,W00002093,252,230,22
2021,W00002094,W00002094,254,226,28
2021,W00002095,W00002095,309,284,25
2021,W00002096,W00002096,257,222,35
2021,W00002097,W00002097,234,212,22
2021,W00002098,W00002098,312,269,43
2021,W00002099,W00002099,277,252,25
2021,W00002100,W00002100,359,339,20
2021,W00002101,W00002101,246,220,26
2021,W00002102,W00002102,265,250,15
2021,W00002103,W00002103,235,213,22
2021,W00002104,W00002104,238,218,20
2021,W00002105,W00002105,265,235,30
2021,W00002106,W00002106,291,261,30
2021,W00002107,W00002107,251,236,15
2021,W00002108,W00002108,348,329,19
2021,W00002109,W00002109,320,300,20
2021,W00002110,W00002110,279,256,23
2021,W00002111,W00002111,328,306,22
2021,W00002112,W00002112,262,242,20
2021,W00002113,W00002113,271,241,30
2021,W00002114,W00002114,301,278,23
2021,W00002115,W00002115,539,468,71
2021,W00002116,W00002116,136,122,14
2021,W00002117,W00002117,103,90,13
2021,W00002118,W00002118,281,235,46
2021,W00002119,W00002119,296,245,51
2021,W00002120,W00002120,357,313,44
2021,W00002121,W00002121,305,259,46
2021,W00002122,W00002122,231,200,31
2021,W00002123,W00002123,581,527,54
2021,W00002124,W00002124,226,211,15
2021,W00002125,W00002125,312,283,29
2021,W00002126,W00002126,315,290,25
2021,W00002127,W00002127,309,281,28
2021,W00002128,W00002128,201,178,23
2021,W00002129,W00002129,581,514,67
2021,W00002130,W00002130,473,420,53
2021,W00002131,W00002131,258,236,22
2021,W00002132,W00002132,278,249,29
2021,W00002133,W00002133,184,162,22
2021,W00002134,W00002134,234,206,28
2021,W00002135,W00002135,282,265,17
2021,W00002136,W00002136,336,309,27
2021,W00002137,W00002137,229,208,21
2021,W00002138,W00002138,363,296,67
2021,W00002139,W00002139,417,384,33
2021,W00002140,W00002140,292,266,26
2021,W00002141,W00002141,315,298,17
2021,W00002142,W00002142,329,309,20
2021,W00002143,W00002143,257,235,22
2021,W00002144,W00002144,324,300,24
2021,W00002145,W00002145,376,361,15
2021,W00002146,W00002146,156,148,8
2021,W00002147,W00002147,560,518,42
2021,W00002148,W00002148,212,200,12
2021,W00002149,W00002149,228,212,16
2021,W00002150,W00002150,274,252,22
2021,W00002151,W00002151,354,335,19
2021,W00002152,W00002152,174,160,14
2021,W00002153,W00002153,277,236,41
2021,W00002154,W00002154,323,270,53
2021,W00002155,W00002155,369,291,78
2021,W00002156,W00002156,359,320,39
2021,W00002157,W00002157,338,273,65
2021,W00002158,W00002158,265,200,65
2021,W00002159,W00002159,273,200,73
2021,W00002160,W00002160,284,263,21
2021,W00002161,W00002161,293,252,41
2021,W00002162,W00002162,302,250,52
2021,W00002163,W00002163,287,236,51
2021,W00002164,W00002164,281,237,44
2021,W00002165,W00002165,361,316,45
2021,W00002166,W00002166,287,241,46
2021,W00002167,W00002167,282,241,41
2021,W00002168,W00002168,346,300,46
2021,W00002169,W00002169,321,258,63
2021,W00002170,W00002170,251,219,32
2021,W00002171,W00002171,291,258,33
2021,W00002172,W00002172,265,244,21
2021,W00002173,W00002173,401,359,42
2021,W00002174,W00002174,402,357,45
2021,W00002175,W00002175,277,265,12
2021,W00002176,W00002176,283,265,18
2021,W00002177,W00002177,316,291,25
2021,W00002178,W00002178,287,272,15
