date,geography,geography code,Welsh understanding ability: Total: All usual residents aged 3 years and over,Welsh understanding ability: Cannot understand spoken Welsh,Welsh understanding ability: Can understand spoken Welsh
2021,W00002999,W00002999,271,148,123
2021,W00003000,W00003000,260,129,131
2021,W00003001,W00003001,277,131,146
2021,W00003002,W00003002,283,248,35
2021,W00003003,W00003003,294,243,51
2021,W00003004,W00003004,253,199,54
2021,W00003005,W00003005,250,219,31
2021,W00003006,W00003006,365,318,47
2021,W00003007,W00003007,367,305,62
2021,W00003008,W00003008,229,182,47
2021,W00003009,W00003009,323,258,65
2021,W00003010,W00003010,374,240,134
2021,W00003011,W00003011,323,198,125
2021,W00003012,W00003012,319,203,116
2021,W00003013,W00003013,277,183,94
2021,W00003014,W00003014,260,150,110
2021,W00003015,W00003015,244,154,90
2021,W00003016,W00003016,292,149,143
2021,W00003017,W00003017,383,234,149
2021,W00003018,W00003018,242,130,112
2021,W00003019,W00003019,288,169,119
2021,W00003020,W00003020,343,228,115
2021,W00003021,W00003021,290,168,122
2021,W00003022,W00003022,326,215,111
2021,W00003023,W00003023,393,215,178
2021,W00003024,W00003024,312,200,112
2021,W00003025,W00003025,251,187,64
2021,W00003026,W00003026,395,243,152
2021,W00003027,W00003027,275,237,38
2021,W00003028,W00003028,252,221,31
2021,W00003029,W00003029,233,182,51
2021,W00003030,W00003030,314,241,73
2021,W00003031,W00003031,349,299,50
2021,W00003032,W00003032,300,246,54
2021,W00003033,W00003033,267,230,37
2021,W00003034,W00003034,255,202,53
2021,W00003035,W00003035,223,187,36
2021,W00003036,W00003036,350,295,55
2021,W00003037,W00003037,251,200,51
2021,W00003038,W00003038,310,272,38
2021,W00003039,W00003039,220,185,35
2021,W00003040,W00003040,333,281,52
2021,W00003041,W00003041,264,207,57
2021,W00003042,W00003042,240,210,30
2021,W00003043,W00003043,242,207,35
2021,W00003044,W00003044,256,204,52
2021,W00003045,W00003045,361,304,57
2021,W00003046,W00003046,371,297,74
2021,W00003047,W00003047,368,321,47
2021,W00003048,W00003048,243,201,42
2021,W00003049,W00003049,277,228,49
2021,W00003050,W00003050,237,188,49
2021,W00003051,W00003051,243,191,52
2021,W00003052,W00003052,241,217,24
2021,W00003053,W00003053,267,216,51
2021,W00003054,W00003054,289,238,51
2021,W00003055,W00003055,306,252,54
2021,W00003056,W00003056,338,285,53
2021,W00003057,W00003057,339,279,60
2021,W00003058,W00003058,221,183,38
2021,W00003059,W00003059,287,234,53
2021,W00003060,W00003060,169,133,36
2021,W00003062,W00003062,255,200,55
2021,W00003063,W00003063,231,198,33
2021,W00003064,W00003064,248,197,51
2021,W00003065,W00003065,462,360,102
2021,W00003066,W00003066,299,263,36
2021,W00003067,W00003067,155,132,23
2021,W00003068,W00003068,396,336,60
2021,W00003069,W00003069,438,397,41
2021,W00003070,W00003070,393,336,57
2021,W00003071,W00003071,438,391,47
2021,W00003072,W00003072,443,386,57
2021,W00003073,W00003073,451,369,82
2021,W00003074,W00003074,246,209,37
2021,W00003075,W00003075,340,284,56
2021,W00003076,W00003076,242,206,36
2021,W00003077,W00003077,124,105,19
2021,W00003078,W00003078,434,346,88
2021,W00003079,W00003079,341,308,33
2021,W00003080,W00003080,333,260,73
2021,W00003081,W00003081,268,223,45
2021,W00003082,W00003082,240,209,31
2021,W00003083,W00003083,202,184,18
2021,W00003084,W00003084,419,336,83
2021,W00003085,W00003085,439,370,69
2021,W00003086,W00003086,328,238,90
2021,W00003087,W00003087,372,268,104
2021,W00003088,W00003088,445,379,66
2021,W00003089,W00003089,376,248,128
2021,W00003090,W00003090,406,357,49
2021,W00003091,W00003091,403,345,58
2021,W00003092,W00003092,327,277,50
2021,W00003093,W00003093,247,218,29
2021,W00003094,W00003094,295,259,36
2021,W00003095,W00003095,445,262,183
2021,W00003096,W00003096,409,228,181
2021,W00003097,W00003097,399,231,168
2021,W00003098,W00003098,422,229,193
2021,W00003099,W00003099,316,222,94
2021,W00003100,W00003100,320,178,142
2021,W00003101,W00003101,280,226,54
2021,W00003102,W00003102,310,256,54
2021,W00003103,W00003103,269,243,26
2021,W00003104,W00003104,316,266,50
2021,W00003105,W00003105,221,191,30
2021,W00003106,W00003106,439,371,68
2021,W00003107,W00003107,428,352,76
2021,W00003108,W00003108,305,127,178
2021,W00003109,W00003109,335,176,159
2021,W00003110,W00003110,211,121,90
2021,W00003111,W00003111,230,138,92
2021,W00003112,W00003112,294,180,114
2021,W00003113,W00003113,212,93,119
2021,W00003114,W00003114,252,99,153
2021,W00003115,W00003115,387,189,198
2021,W00003116,W00003116,346,150,196
2021,W00003117,W00003117,299,182,117
2021,W00003118,W00003118,193,122,71
2021,W00003119,W00003119,411,245,166
2021,W00003120,W00003120,361,191,170
2021,W00003121,W00003121,306,162,144
2021,W00003122,W00003122,261,134,127
2021,W00003123,W00003123,325,290,35
2021,W00003124,W00003124,282,242,40
2021,W00003125,W00003125,312,281,31
2021,W00003126,W00003126,323,257,66
2021,W00003127,W00003127,366,308,58
2021,W00003128,W00003128,415,363,52
2021,W00003129,W00003129,333,234,99
2021,W00003130,W00003130,292,211,81
2021,W00003131,W00003131,338,278,60
2021,W00003132,W00003132,232,193,39
2021,W00003133,W00003133,136,105,31
2021,W00003134,W00003134,309,247,62
2021,W00003135,W00003135,319,254,65
2021,W00003136,W00003136,275,224,51
2021,W00003137,W00003137,233,196,37
2021,W00003138,W00003138,374,319,55
2021,W00003139,W00003139,393,323,70
2021,W00003140,W00003140,237,191,46
2021,W00003141,W00003141,272,238,34
2021,W00003142,W00003142,240,211,29
2021,W00003143,W00003143,268,219,49
2021,W00003144,W00003144,221,200,21
2021,W00003146,W00003146,278,253,25
2021,W00003147,W00003147,254,217,37
2021,W00003149,W00003149,227,194,33
2021,W00003150,W00003150,373,327,46
2021,W00003151,W00003151,179,149,30
2021,W00003152,W00003152,145,137,8
2021,W00003153,W00003153,269,248,21
2021,W00003154,W00003154,201,181,20
2021,W00003155,W00003155,316,279,37
2021,W00003156,W00003156,292,262,30
2021,W00003157,W00003157,311,283,28
2021,W00003158,W00003158,267,239,28
2021,W00003159,W00003159,280,244,36
2021,W00003160,W00003160,299,277,22
2021,W00003161,W00003161,239,223,16
2021,W00003162,W00003162,259,237,22
2021,W00003163,W00003163,265,230,35
2021,W00003164,W00003164,347,324,23
2021,W00003165,W00003165,363,324,39
2021,W00003166,W00003166,284,250,34
2021,W00003167,W00003167,370,349,21
2021,W00003168,W00003168,206,181,25
2021,W00003169,W00003169,318,296,22
2021,W00003170,W00003170,313,277,36
2021,W00003172,W00003172,432,389,43
2021,W00003173,W00003173,217,204,13
2021,W00003174,W00003174,434,387,47
2021,W00003175,W00003175,495,425,70
2021,W00003177,W00003177,445,395,50
2021,W00003178,W00003178,299,268,31
2021,W00003179,W00003179,228,205,23
2021,W00003180,W00003180,293,263,30
2021,W00003181,W00003181,220,207,13
2021,W00003182,W00003182,297,263,34
2021,W00003183,W00003183,296,271,25
2021,W00003184,W00003184,331,296,35
2021,W00003185,W00003185,250,219,31
2021,W00003186,W00003186,188,163,25
2021,W00003187,W00003187,498,338,160
2021,W00003188,W00003188,249,168,81
2021,W00003189,W00003189,226,172,54
2021,W00003190,W00003190,260,203,57
2021,W00003191,W00003191,273,200,73
2021,W00003192,W00003192,483,345,138
2021,W00003193,W00003193,313,241,72
2021,W00003194,W00003194,233,159,74
2021,W00003195,W00003195,398,297,101
2021,W00003196,W00003196,299,222,77
2021,W00003197,W00003197,409,325,84
2021,W00003198,W00003198,338,265,73
2021,W00003199,W00003199,274,146,128
2021,W00003200,W00003200,214,130,84
2021,W00003201,W00003201,250,147,103
2021,W00003202,W00003202,295,108,187
2021,W00003203,W00003203,316,272,44
2021,W00003204,W00003204,305,258,47
2021,W00003205,W00003205,329,312,17
2021,W00003206,W00003206,249,217,32
2021,W00003207,W00003207,290,268,22
2021,W00003208,W00003208,311,280,31
2021,W00003209,W00003209,308,270,38
2021,W00003210,W00003210,320,281,39
2021,W00003211,W00003211,225,188,37
2021,W00003212,W00003212,269,231,38
2021,W00003213,W00003213,254,232,22
2021,W00003214,W00003214,281,259,22
2021,W00003215,W00003215,262,236,26
2021,W00003216,W00003216,339,296,43
2021,W00003217,W00003217,213,190,23
2021,W00003218,W00003218,272,251,21
2021,W00003219,W00003219,207,182,25
2021,W00003220,W00003220,285,247,38
2021,W00003221,W00003221,263,236,27
2021,W00003222,W00003222,319,271,48
2021,W00003223,W00003223,271,246,25
2021,W00003224,W00003224,301,280,21
2021,W00003225,W00003225,265,241,24
2021,W00003226,W00003226,285,257,28
2021,W00003227,W00003227,277,224,53
2021,W00003228,W00003228,296,273,23
2021,W00003229,W00003229,276,246,30
2021,W00003230,W00003230,346,307,39
2021,W00003231,W00003231,326,301,25
2021,W00003232,W00003232,291,259,32
2021,W00003233,W00003233,287,243,44
2021,W00003234,W00003234,292,247,45
2021,W00003235,W00003235,282,253,29
2021,W00003236,W00003236,246,231,15
2021,W00003237,W00003237,359,314,45
2021,W00003238,W00003238,233,204,29
2021,W00003239,W00003239,350,321,29
2021,W00003240,W00003240,508,456,52
2021,W00003241,W00003241,353,332,21
2021,W00003242,W00003242,514,465,49
2021,W00003243,W00003243,331,301,30
2021,W00003244,W00003244,280,245,35
2021,W00003245,W00003245,229,203,26
2021,W00003246,W00003246,298,255,43
2021,W00003247,W00003247,300,278,22
2021,W00003248,W00003248,302,278,24
2021,W00003249,W00003249,251,217,34
2021,W00003250,W00003250,354,342,12
2021,W00003251,W00003251,342,311,31
2021,W00003252,W00003252,353,328,25
2021,W00003253,W00003253,334,295,39
2021,W00003255,W00003255,366,322,44
2021,W00003256,W00003256,309,271,38
2021,W00003257,W00003257,342,304,38
2021,W00003258,W00003258,406,360,46
2021,W00003259,W00003259,273,241,32
2021,W00003260,W00003260,305,276,29
2021,W00003261,W00003261,283,254,29
2021,W00003262,W00003262,253,227,26
2021,W00003263,W00003263,278,216,62
2021,W00003264,W00003264,269,235,34
2021,W00003265,W00003265,283,259,24
2021,W00003266,W00003266,269,239,30
2021,W00003267,W00003267,291,244,47
2021,W00003268,W00003268,403,363,40
2021,W00003269,W00003269,298,258,40
2021,W00003270,W00003270,304,269,35
2021,W00003271,W00003271,258,212,46
2021,W00003272,W00003272,250,207,43
2021,W00003273,W00003273,237,190,47
2021,W00003274,W00003274,316,265,51
2021,W00003275,W00003275,590,499,91
2021,W00003276,W00003276,282,231,51
2021,W00003277,W00003277,182,146,36
2021,W00003279,W00003279,265,209,56
2021,W00003280,W00003280,447,344,103
2021,W00003281,W00003281,189,152,37
2021,W00003282,W00003282,350,258,92
2021,W00003283,W00003283,284,193,91
2021,W00003284,W00003284,287,204,83
2021,W00003285,W00003285,310,217,93
2021,W00003286,W00003286,214,154,60
2021,W00003287,W00003287,402,275,127
2021,W00003288,W00003288,242,146,96
2021,W00003289,W00003289,278,163,115
2021,W00003290,W00003290,247,109,138
2021,W00003291,W00003291,298,135,163
2021,W00003292,W00003292,288,160,128
2021,W00003293,W00003293,243,122,121
2021,W00003294,W00003294,242,110,132
2021,W00003295,W00003295,193,102,91
2021,W00003296,W00003296,224,115,109
2021,W00003297,W00003297,180,161,19
2021,W00003298,W00003298,412,347,65
2021,W00003299,W00003299,317,251,66
2021,W00003300,W00003300,231,204,27
2021,W00003301,W00003301,214,195,19
2021,W00003302,W00003302,326,289,37
2021,W00003303,W00003303,216,196,20
2021,W00003304,W00003304,173,146,27
2021,W00003305,W00003305,174,150,24
2021,W00003306,W00003306,211,174,37
2021,W00003307,W00003307,107,89,18
2021,W00003308,W00003308,170,149,21
2021,W00003309,W00003309,176,149,27
2021,W00003310,W00003310,190,163,27
2021,W00003311,W00003311,127,101,26
2021,W00003312,W00003312,260,220,40
2021,W00003313,W00003313,192,161,31
2021,W00003314,W00003314,410,231,179
2021,W00003315,W00003315,380,243,137
2021,W00003316,W00003316,314,175,139
2021,W00003317,W00003317,382,234,148
2021,W00003318,W00003318,380,231,149
2021,W00003319,W00003319,510,396,114
2021,W00003320,W00003320,221,147,74
2021,W00003321,W00003321,232,156,76
2021,W00003322,W00003322,150,109,41
2021,W00003323,W00003323,191,134,57
2021,W00003324,W00003324,211,183,28
2021,W00003325,W00003325,278,236,42
2021,W00003326,W00003326,279,234,45
2021,W00003327,W00003327,226,191,35
2021,W00003328,W00003328,231,201,30
2021,W00003329,W00003329,224,187,37
2021,W00003330,W00003330,254,207,47
2021,W00003331,W00003331,256,210,46
2021,W00003332,W00003332,120,109,11
2021,W00003333,W00003333,170,156,14
2021,W00003334,W00003334,155,129,26
2021,W00003335,W00003335,192,173,19
2021,W00003336,W00003336,369,301,68
2021,W00003337,W00003337,104,91,13
2021,W00003338,W00003338,205,163,42
2021,W00003339,W00003339,266,222,44
2021,W00003340,W00003340,166,154,12
2021,W00003341,W00003341,152,131,21
2021,W00003342,W00003342,151,123,28
2021,W00003343,W00003343,262,229,33
2021,W00003344,W00003344,264,219,45
2021,W00003345,W00003345,228,175,53
2021,W00003346,W00003346,322,265,57
2021,W00003347,W00003347,316,266,50
2021,W00003348,W00003348,380,251,129
2021,W00003349,W00003349,242,175,67
2021,W00003350,W00003350,223,169,54
2021,W00003351,W00003351,371,253,118
2021,W00003352,W00003352,369,270,99
2021,W00003353,W00003353,374,265,109
2021,W00003354,W00003354,403,162,241
2021,W00003355,W00003355,345,101,244
2021,W00003356,W00003356,260,119,141
2021,W00003357,W00003357,286,105,181
2021,W00003358,W00003358,230,85,145
2021,W00003359,W00003359,368,174,194
2021,W00003360,W00003360,387,148,239
2021,W00003361,W00003361,292,151,141
2021,W00003362,W00003362,219,87,132
2021,W00003363,W00003363,199,100,99
2021,W00003364,W00003364,284,144,140
2021,W00003365,W00003365,283,128,155
2021,W00003366,W00003366,317,119,198
2021,W00003367,W00003367,291,96,195
2021,W00003368,W00003368,233,120,113
2021,W00003369,W00003369,229,96,133
2021,W00003370,W00003370,312,119,193
2021,W00003372,W00003372,392,193,199
2021,W00003373,W00003373,208,107,101
2021,W00003374,W00003374,286,143,143
2021,W00003375,W00003375,255,102,153
2021,W00003376,W00003376,269,103,166
2021,W00003377,W00003377,291,208,83
2021,W00003378,W00003378,279,207,72
2021,W00003379,W00003379,294,229,65
2021,W00003380,W00003380,286,218,68
2021,W00003381,W00003381,150,111,39
2021,W00003382,W00003382,291,164,127
2021,W00003383,W00003383,237,132,105
2021,W00003384,W00003384,384,242,142
2021,W00003385,W00003385,294,204,90
2021,W00003386,W00003386,249,179,70
2021,W00003387,W00003387,335,244,91
2021,W00003388,W00003388,275,222,53
2021,W00003389,W00003389,337,278,59
2021,W00003390,W00003390,276,189,87
2021,W00003391,W00003391,284,196,88
2021,W00003392,W00003392,335,236,99
2021,W00003393,W00003393,313,214,99
2021,W00003394,W00003394,296,181,115
2021,W00003395,W00003395,301,177,124
2021,W00003396,W00003396,309,185,124
2021,W00003397,W00003397,279,192,87
2021,W00003398,W00003398,281,210,71
2021,W00003399,W00003399,264,158,106
2021,W00003400,W00003400,324,190,134
2021,W00003401,W00003401,248,141,107
2021,W00003402,W00003402,297,186,111
2021,W00003403,W00003403,261,175,86
2021,W00003404,W00003404,206,112,94
2021,W00003405,W00003405,326,210,116
2021,W00003406,W00003406,252,151,101
2021,W00003407,W00003407,246,165,81
2021,W00003408,W00003408,219,135,84
2021,W00003409,W00003409,267,146,121
2021,W00003410,W00003410,249,127,122
2021,W00003411,W00003411,203,123,80
2021,W00003412,W00003412,319,194,125
2021,W00003413,W00003413,278,169,109
2021,W00003414,W00003414,272,159,113
2021,W00003415,W00003415,330,210,120
2021,W00003416,W00003416,252,149,103
2021,W00003418,W00003418,280,183,97
2021,W00003419,W00003419,296,168,128
2021,W00003422,W00003422,268,157,111
2021,W00003423,W00003423,561,353,208
2021,W00003424,W00003424,207,99,108
2021,W00003425,W00003425,314,158,156
2021,W00003426,W00003426,289,162,127
2021,W00003427,W00003427,315,138,177
2021,W00003428,W00003428,210,135,75
2021,W00003429,W00003429,276,169,107
2021,W00003430,W00003430,261,157,104
2021,W00003431,W00003431,280,163,117
2021,W00003432,W00003432,320,201,119
2021,W00003433,W00003433,278,179,99
2021,W00003434,W00003434,244,159,85
2021,W00003435,W00003435,279,131,148
2021,W00003436,W00003436,273,148,125
2021,W00003437,W00003437,337,226,111
2021,W00003438,W00003438,291,150,141
2021,W00003439,W00003439,241,149,92
2021,W00003440,W00003440,330,139,191
2021,W00003441,W00003441,339,173,166
2021,W00003442,W00003442,240,133,107
2021,W00003443,W00003443,338,186,152
2021,W00003444,W00003444,310,163,147
2021,W00003445,W00003445,247,133,114
2021,W00003446,W00003446,279,160,119
2021,W00003447,W00003447,195,130,65
2021,W00003448,W00003448,210,157,53
2021,W00003449,W00003449,208,135,73
2021,W00003450,W00003450,273,177,96
2021,W00003451,W00003451,288,191,97
2021,W00003452,W00003452,292,162,130
2021,W00003453,W00003453,246,128,118
2021,W00003454,W00003454,286,111,175
2021,W00003455,W00003455,299,139,160
2021,W00003456,W00003456,284,166,118
2021,W00003457,W00003457,505,303,202
2021,W00003458,W00003458,508,237,271
2021,W00003459,W00003459,393,191,202
2021,W00003460,W00003460,297,132,165
2021,W00003463,W00003463,298,130,168
2021,W00003464,W00003464,251,167,84
2021,W00003465,W00003465,320,174,146
2021,W00003466,W00003466,238,159,79
2021,W00003467,W00003467,299,175,124
2021,W00003468,W00003468,324,176,148
2021,W00003469,W00003469,286,170,116
2021,W00003470,W00003470,282,174,108
2021,W00003471,W00003471,187,106,81
2021,W00003472,W00003472,233,125,108
2021,W00003473,W00003473,265,151,114
2021,W00003474,W00003474,317,145,172
2021,W00003475,W00003475,293,115,178
2021,W00003476,W00003476,499,254,245
2021,W00003477,W00003477,240,127,113
2021,W00003478,W00003478,191,106,85
2021,W00003479,W00003479,218,104,114
2021,W00003480,W00003480,291,165,126
2021,W00003481,W00003481,195,111,84
2021,W00003482,W00003482,259,108,151
2021,W00003483,W00003483,290,128,162
2021,W00003484,W00003484,243,104,139
2021,W00003485,W00003485,356,154,202
2021,W00003486,W00003486,324,168,156
2021,W00003487,W00003487,307,162,145
2021,W00003488,W00003488,347,175,172
2021,W00003489,W00003489,366,174,192
2021,W00003490,W00003490,356,163,193
2021,W00003491,W00003491,312,142,170
2021,W00003492,W00003492,295,160,135
2021,W00003493,W00003493,309,154,155
2021,W00003494,W00003494,281,133,148
2021,W00003495,W00003495,419,211,208
2021,W00003496,W00003496,217,127,90
2021,W00003497,W00003497,295,185,110
2021,W00003498,W00003498,217,129,88
2021,W00003499,W00003499,380,207,173
2021,W00003500,W00003500,278,191,87
2021,W00003501,W00003501,338,254,84
2021,W00003502,W00003502,280,171,109
2021,W00003503,W00003503,366,190,176
2021,W00003504,W00003504,295,187,108
2021,W00003505,W00003505,272,205,67
2021,W00003506,W00003506,201,143,58
2021,W00003507,W00003507,274,174,100
2021,W00003508,W00003508,256,165,91
2021,W00003509,W00003509,245,153,92
2021,W00003510,W00003510,282,175,107
2021,W00003511,W00003511,317,166,151
2021,W00003512,W00003512,284,195,89
2021,W00003513,W00003513,253,147,106
2021,W00003514,W00003514,291,190,101
2021,W00003515,W00003515,263,179,84
2021,W00003516,W00003516,271,189,82
2021,W00003517,W00003517,336,164,172
2021,W00003518,W00003518,244,108,136
2021,W00003519,W00003519,152,101,51
2021,W00003520,W00003520,304,180,124
2021,W00003521,W00003521,254,185,69
2021,W00003522,W00003522,269,191,78
2021,W00003523,W00003523,249,162,87
2021,W00003524,W00003524,291,167,124
2021,W00003525,W00003525,330,201,129
2021,W00003526,W00003526,330,137,193
2021,W00003527,W00003527,270,122,148
2021,W00003528,W00003528,398,193,205
2021,W00003529,W00003529,329,135,194
2021,W00003530,W00003530,295,117,178
2021,W00003533,W00003533,303,148,155
2021,W00003534,W00003534,311,142,169
2021,W00003535,W00003535,283,122,161
2021,W00003536,W00003536,311,153,158
2021,W00003537,W00003537,326,145,181
2021,W00003538,W00003538,307,124,183
2021,W00003539,W00003539,348,170,178
2021,W00003540,W00003540,228,132,96
2021,W00003542,W00003542,338,271,67
2021,W00003543,W00003543,298,224,74
2021,W00003544,W00003544,249,174,75
2021,W00003545,W00003545,224,158,66
2021,W00003546,W00003546,280,206,74
2021,W00003547,W00003547,301,216,85
2021,W00003548,W00003548,223,146,77
2021,W00003549,W00003549,266,212,54
2021,W00003550,W00003550,286,217,69
2021,W00003552,W00003552,318,258,60
2021,W00003553,W00003553,283,211,72
2021,W00003554,W00003554,262,202,60
2021,W00003555,W00003555,234,160,74
2021,W00003556,W00003556,253,172,81
2021,W00003557,W00003557,221,157,64
2021,W00003558,W00003558,148,108,40
2021,W00003559,W00003559,289,125,164
2021,W00003560,W00003560,308,126,182
2021,W00003561,W00003561,309,117,192
2021,W00003562,W00003562,221,96,125
2021,W00003563,W00003563,337,165,172
2021,W00003564,W00003564,327,106,221
2021,W00003565,W00003565,316,119,197
2021,W00003566,W00003566,242,85,157
2021,W00003567,W00003567,497,164,333
2021,W00003568,W00003568,421,158,263
2021,W00003569,W00003569,436,180,256
2021,W00003571,W00003571,322,81,241
2021,W00003572,W00003572,188,79,109
2021,W00003573,W00003573,588,210,378
2021,W00003574,W00003574,409,150,259
2021,W00003575,W00003575,353,142,211
2021,W00003576,W00003576,322,136,186
2021,W00003577,W00003577,412,178,234
2021,W00003578,W00003578,270,135,135
2021,W00003579,W00003579,295,131,164
2021,W00003580,W00003580,263,143,120
2021,W00003581,W00003581,467,265,202
2021,W00003582,W00003582,307,189,118
2021,W00003583,W00003583,204,128,76
2021,W00003584,W00003584,269,152,117
2021,W00003585,W00003585,263,138,125
2021,W00003586,W00003586,316,138,178
2021,W00003587,W00003587,374,205,169
2021,W00003588,W00003588,335,187,148
2021,W00003589,W00003589,247,142,105
2021,W00003590,W00003590,340,199,141
2021,W00003591,W00003591,249,136,113
2021,W00003592,W00003592,276,165,111
2021,W00003594,W00003594,370,190,180
2021,W00003595,W00003595,243,131,112
2021,W00003596,W00003596,279,185,94
2021,W00003597,W00003597,244,132,112
2021,W00003598,W00003598,255,137,118
2021,W00003599,W00003599,344,183,161
2021,W00003600,W00003600,223,129,94
2021,W00003601,W00003601,274,136,138
2021,W00003602,W00003602,436,240,196
2021,W00003603,W00003603,247,119,128
2021,W00003604,W00003604,228,101,127
2021,W00003605,W00003605,261,120,141
2021,W00003606,W00003606,285,171,114
2021,W00003607,W00003607,311,172,139
2021,W00003608,W00003608,591,339,252
2021,W00003609,W00003609,243,126,117
2021,W00003610,W00003610,269,144,125
2021,W00003611,W00003611,447,228,219
2021,W00003612,W00003612,301,141,160
2021,W00003613,W00003613,417,302,115
2021,W00003614,W00003614,175,114,61
2021,W00003615,W00003615,190,108,82
2021,W00003616,W00003616,145,94,51
2021,W00003617,W00003617,183,124,59
2021,W00003618,W00003618,387,277,110
2021,W00003619,W00003619,293,178,115
2021,W00003620,W00003620,229,176,53
2021,W00003621,W00003621,248,188,60
2021,W00003622,W00003622,112,80,32
2021,W00003623,W00003623,162,129,33
2021,W00003624,W00003624,390,179,211
2021,W00003625,W00003625,386,189,197
2021,W00003626,W00003626,359,185,174
2021,W00003627,W00003627,329,167,162
2021,W00003628,W00003628,305,155,150
2021,W00003629,W00003629,278,137,141
2021,W00003630,W00003630,418,192,226
2021,W00003631,W00003631,365,142,223
2021,W00003632,W00003632,391,147,244
2021,W00003633,W00003633,274,111,163
2021,W00003634,W00003634,279,100,179
2021,W00003635,W00003635,294,131,163
2021,W00003636,W00003636,216,92,124
2021,W00003637,W00003637,281,121,160
2021,W00003638,W00003638,377,209,168
2021,W00003639,W00003639,274,126,148
2021,W00003640,W00003640,337,125,212
2021,W00003641,W00003641,251,117,134
2021,W00003642,W00003642,213,113,100
2021,W00003643,W00003643,211,75,136
2021,W00003644,W00003644,287,146,141
2021,W00003645,W00003645,219,100,119
2021,W00003646,W00003646,236,118,118
2021,W00003647,W00003647,295,127,168
2021,W00003648,W00003648,221,107,114
2021,W00003649,W00003649,222,117,105
2021,W00003650,W00003650,350,176,174
2021,W00003651,W00003651,183,117,66
2021,W00003652,W00003652,228,109,119
2021,W00003653,W00003653,225,125,100
2021,W00003654,W00003654,229,139,90
2021,W00003655,W00003655,277,162,115
2021,W00003656,W00003656,321,227,94
2021,W00003657,W00003657,346,118,228
2021,W00003658,W00003658,404,181,223
2021,W00003659,W00003659,242,115,127
2021,W00003660,W00003660,308,111,197
2021,W00003661,W00003661,283,108,175
2021,W00003662,W00003662,248,94,154
2021,W00003664,W00003664,222,83,139
2021,W00003665,W00003665,376,142,234
2021,W00003666,W00003666,279,100,179
2021,W00003667,W00003667,307,87,220
2021,W00003668,W00003668,286,110,176
2021,W00003669,W00003669,277,100,177
2021,W00003670,W00003670,339,135,204
2021,W00003671,W00003671,520,182,338
2021,W00003672,W00003672,240,93,147
2021,W00003673,W00003673,138,97,41
2021,W00003674,W00003674,196,92,104
2021,W00003675,W00003675,215,122,93
2021,W00003676,W00003676,233,166,67
2021,W00003677,W00003677,266,102,164
2021,W00003678,W00003678,259,139,120
2021,W00003679,W00003679,329,136,193
2021,W00003680,W00003680,276,134,142
2021,W00003681,W00003681,337,179,158
2021,W00003682,W00003682,295,154,141
2021,W00003683,W00003683,268,141,127
2021,W00003684,W00003684,216,91,125
2021,W00003685,W00003685,422,206,216
2021,W00003686,W00003686,306,125,181
2021,W00003687,W00003687,306,133,173
2021,W00003688,W00003688,242,90,152
2021,W00003689,W00003689,229,97,132
2021,W00003690,W00003690,296,138,158
2021,W00003691,W00003691,250,110,140
2021,W00003692,W00003692,354,159,195
2021,W00003693,W00003693,285,146,139
2021,W00003694,W00003694,222,124,98
2021,W00003695,W00003695,391,197,194
2021,W00003696,W00003696,265,116,149
2021,W00003697,W00003697,344,120,224
2021,W00003698,W00003698,324,153,171
2021,W00003699,W00003699,360,197,163
2021,W00003700,W00003700,329,149,180
2021,W00003701,W00003701,331,158,173
2021,W00003702,W00003702,375,165,210
2021,W00003703,W00003703,271,122,149
2021,W00003704,W00003704,284,158,126
2021,W00003705,W00003705,309,132,177
2021,W00003706,W00003706,336,185,151
2021,W00003707,W00003707,251,128,123
2021,W00003708,W00003708,379,225,154
2021,W00003709,W00003709,321,137,184
2021,W00003710,W00003710,166,65,101
2021,W00003711,W00003711,513,321,192
2021,W00003712,W00003712,354,169,185
2021,W00003713,W00003713,275,149,126
2021,W00003714,W00003714,200,124,76
2021,W00003715,W00003715,386,193,193
2021,W00003716,W00003716,414,208,206
2021,W00003717,W00003717,313,175,138
2021,W00003718,W00003718,302,146,156
2021,W00003719,W00003719,356,235,121
2021,W00003720,W00003720,232,116,116
2021,W00003721,W00003721,389,176,213
2021,W00003722,W00003722,387,214,173
2021,W00003723,W00003723,372,181,191
2021,W00003724,W00003724,283,147,136
2021,W00003725,W00003725,252,134,118
2021,W00003726,W00003726,540,205,335
2021,W00003727,W00003727,187,83,104
2021,W00003728,W00003728,269,124,145
2021,W00003729,W00003729,542,260,282
2021,W00003730,W00003730,230,105,125
2021,W00003731,W00003731,355,152,203
2021,W00003732,W00003732,289,146,143
2021,W00003733,W00003733,151,71,80
2021,W00003734,W00003734,299,122,177
2021,W00003735,W00003735,306,131,175
2021,W00003736,W00003736,266,107,159
2021,W00003737,W00003737,312,152,160
2021,W00003738,W00003738,292,164,128
2021,W00003739,W00003739,266,99,167
2021,W00003741,W00003741,456,246,210
2021,W00003742,W00003742,316,122,194
2021,W00003743,W00003743,380,144,236
2021,W00003744,W00003744,330,99,231
2021,W00003745,W00003745,368,149,219
2021,W00003746,W00003746,326,174,152
2021,W00003747,W00003747,439,202,237
2021,W00003748,W00003748,288,94,194
2021,W00003749,W00003749,456,190,266
2021,W00003750,W00003750,308,114,194
2021,W00003751,W00003751,314,126,188
